Rank,Error Message,Snippet IDs
1,"extraneous input 'amountOut' expecting {',', ')'}",['68656074_0']
1,missing ')' at 'amountInMax',['68656074_0']
1,"extraneous input 'external' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['68656074_0']
1,no viable alternative at input 'uintdepositTime=block.timestamp-depositStart[msg.sender];\n\n\n**',['68671428_0']
1,"mismatched input 'lines' expecting {';', NL}",['68697805_0']
1,"no viable alternative at input 'varfoo,'",['68694465_7']
1,"no viable alternative at input 'functionpurchase(uintamount,uinttokens)publicpayable{\nrequire(msg.value>=amount*1ether,""You must pay at least 1 ether per token"");\nbalances[address(this)]-=tokens;\nbalances[msg.sender]+=tokens;\n'",['68626778_0']
1,no viable alternative at input 'low\n\n\n\nrequire',['68721621_0']
1,no viable alternative at input 'Error}',['68721621_0']
1,"mismatched input 'continue' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['68721621_0']
1,"mismatched input '=' expecting {';', NL}",['68721621_0']
1,"no viable alternative at input 'structPaperStuct{\nuint256id,'",['68753117_0']
1,no viable alternative at input '(addresspayable',['68793184_1']
1,"mismatched input '(' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['68793184_1']
1,no viable alternative at input '-function',['68776326_1']
1,no viable alternative at input 'approveAddLiquidity=async(\ndexAddress:',['68864546_0']
1,no viable alternative at input 'functionReveal()overridepublicviewreturns(stringmemory){\nrequire(ERC20Token(0xB0Bd09D..',['68875147_0']
1,no viable alternative at input 'functionhasERC20()publicviewreturns(boolmemory){\nreturn(ERC20Token(0xB0Bd09D..',['68875147_2']
1,no viable alternative at input '3passing',['68810515_0']
1,no viable alternative at input 'msg.sender)',['68811499_2']
1,"no viable alternative at input 'functioncreateSale(\naddressnftContract,\nuint256itemId\n)publicpayablenonReentrant{\nuintprice=idToMarketItem[itemId].price;\nuinttokenId=idToMarketItem[itemId].tokenId;\nrequire(msg.value==price,purchase\nidToMarketItem'",['68917603_1']
1,"no viable alternative at input 'functionbet(uint16_matchSelected,uint16_resultSelected)publicpayable{\nrequire(matchBettingActive[_matchSelected],""Betting: match voting is disabled"");\n\n\n\n\nrequire(msg.value>=minimumBet);\n\n\n\nplayerInfo[msg.sender].amountBet=msg.value;\nplayerInfo[msg.sender].matchSelected=_matchSelected;\nplayerInfo[msg.sender].resultSelected=_resultSelected;\n\n\nplayers.push(msg.sender);\n\nMatchID[]storagebets=matchDetails[_matchSelected];\nbets.push(MatchID(msg.sender,_matchSelected,msg.value,_resultSelected))-1;\n\nuint16[]storageuserBets=userToBets[msg.sender];\nuserBets.push[_matchSelected];\n\n\nif(_resultSelected==1){\ntotalBetHome[_matchSelected]+=msg.value;\n}\nelseif(_resultSelected==2){\ntotalBetAway[_matchSelected]+=msg.value;\n}\nelse{\ntotalBetDraw[_matchSelected]+=msg.value;\n}\n'",['68947088_0']
1,"no viable alternative at input 'functionbet(uint16_gameId,uint8_teamSelected)publicpayable{\nGamestoragegame=gameInfo[_gameId];\n\nrequire(game.state==State.Created,""Game has not been created"");\nrequire(matchBettingActive[_gameId]==true);\n\n\n\nrequire(!checkPlayerExists(msg.sender));\n\n\nrequire(msg.value>=minimumBet);\n\n\nPlayerstorageplayerS=playerInfo[msg.sender];\nplayerS.push(Player(msg.sender,_gameId,msg.value,_teamSelected,)'",['68950996_0']
1,missing '}' at 'enum',['68964131_0']
1,"extraneous input '+' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['68964131_0']
1,no viable alternative at input 'project:',['68970489_0']
1,no viable alternative at input 'doesn}',['68976364_0']
1,no viable alternative at input '(\n(\nnow>=auctions[tokenId].auctionEnd&&\nauctions[tokenId].highestBid>0&&\nauctions[tokenId].highestBid0',['68985070_0']
1,no viable alternative at input '(\nnow>=auctions[tokenId].auctionEnd&&\nauctions[tokenId].highestBid>0&&\nauctions[tokenId].highestBid0',['68985070_0']
1,no viable alternative at input '[FunctionOutput]\npublic',['68986989_1']
1,"extraneous input 'returns' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['69004297_0']
1,no viable alternative at input 'CompilerError:',['69008267_0']
1,no viable alternative at input 'contracts/Store.sol:',['69020268_0']
1,"no viable alternative at input 'productIndex,'",['69020268_1']
1,"no viable alternative at input 'ProductStatus.Open,'",['69020268_1']
1,"mismatched input 'event' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['69025408_0']
1,missing ')' at '_creator',['69034610_2']
1,"mismatched input ',' expecting {'{', 'returns', ';', NL}",['69034610_2']
1,no viable alternative at input 'addressconstantpublictoken=address(0xabc123..',['69050570_0']
1,"no viable alternative at input 'function_addApprover(address_approver,uint_i)public{\napprovedUsers[_approver]+=approvedUsers[_i];\n'",['69061349_0']
1,"extraneous input '_removeApprovedUser' expecting {'(', NL}",['69061349_2']
1,"extraneous input '_disapprover' expecting {',', ')'}",['69061349_2']
1,"extraneous input 'pricing' expecting {'(', NL}",['69061349_2']
1,"extraneous input '_rate' expecting {',', ')'}",['69061349_2']
1,no viable alternative at input 'contracts/MyToken.sol:',['69045016_0']
1,"no viable alternative at input 'functiontransferFrom(addresssender,addressrecipient,uint256amount)externalreturns(bool){\n\n\n'",['69045016_2']
1,no viable alternative at input 'functionsqrt(uint8y)publicpurereturns(uint256){\n',['69087590_1']
1,"no viable alternative at input 'constethers=require('ethers');\n\nconstUSDTInterface=['function approve(address spender, uint256 amount) external returns (bool)'];\nconstUSDTAddress='0xD9BA894E0097f8cC2BBc9D24D308b98e36dc6D02';\nconstyourContractAddress=YOUR_DAPP_CONTRACT_ADDRESS;\n\nlet'",['69099317_0']
1,no viable alternative at input 'AmIRich',['69089799_4']
1,no viable alternative at input 'use(',['69105424_0']
1,"mismatched input 'OPTIONAL' expecting {';', NL}",['69120777_0']
1,"extraneous input 'if' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['69120777_0']
1,"mismatched input 'unspecified' expecting {';', NL}",['69120777_0']
1,"extraneous input 'generated' expecting {'=', ';', NL}",['69120777_0']
1,"mismatched input '<' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['69120777_0']
1,"extraneous input '>' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['69120777_0']
1,no viable alternative at input 'C:',['69205050_0']
1,"extraneous input 'cases' expecting {'=', ';', NL}",['69200464_0']
1,mismatched input '.' expecting '(',['69244846_3']
1,"no viable alternative at input 'functionharvest(uint256pid,addressto).'",['69267556_0']
1,no viable alternative at input 'Errorin',['69271231_0']
1,"no viable alternative at input 'constIERC20=['function decimals() external view returns (uint8)',\n'function balanceOf(address account) external view returns (uint256)',\n'function allowance(address owner, address spender) external view returns (uint256)',\n'function approve(address spender, uint256 amount) external returns (bool)',\n'event Transfer(address indexed from, address indexed to, uint256 value)',\n'event Approval(address indexed owner, address indexed spender, uint256 value)'\n]\n\nconstUSDCAddress=""0x4DBCdF9B62e891a7cec5A2568C3F4FAF9E8Abe2b"";\nconstYOUR_CONTRACT_ADDRESS=YOUR_CONTRACT_ADDRESS;\n\nlet'",['69165981_0']
1,"mismatched input '\n\n' expecting {'{', 'returns'}",['69302335_1']
1,"no viable alternative at input 'functionwithdraw()external{\nrequire(lock,""Withdraw in session"");\nlock=false;\nlightCalculation()l'",['69303859_0']
1,"no viable alternative at input 'functiongetAPY()publicviewreturns(uint256_input){\n\nif(block.timestamp>stakingEndDate){\nreturn0;\n}\nuint256rewardForYear=rewardRate.mul(31536000);\n\naddress[]memorypath=newaddress[](2);\npath[0]=stakeToken;\npath[1]=USDT;\n\nuint256_stakeTokenUSD=getOutputAmount(1*10**(IERC20Metadata(stakeToken).decimals()),path);\n\npath[0]=rewardToken;\nuint256_rewardTokenUSD=getOutputAmount(1*10**(IERC20Metadata(rewardToken).decimals()),path);\n\n\n\nreturn((((rewardForYear.mul(1e10).mul(_rewardTokenUSD)).mul(1e8)).div(_totalSupply.mul(_stakeTokenUSD))).div(1e6));\n\n'",['69304032_0']
1,no viable alternative at input 'functionsetAccounts(address[]memory_accounts)publiconlyOwner{\nfor(uinti=0;i<_accounts.length;i++){\naccounts[_accounts[i]]=true;\n}\n',['69312478_0']
1,no viable alternative at input 'transacttoDonacion',['69314742_0']
1,"no viable alternative at input 'accountC,'",['69332569_0']
1,"no viable alternative at input 'amount,'",['69332569_0']
1,no viable alternative at input 'addresswallet_address;\nstringuserId;\nstringfirst_name;\nstringlast_name;\nstringemail_id;\nboolset;\nstringprivate_key;\n\n}',['69344345_0']
1,no viable alternative at input 'contracts/WorkProtocol',['69348754_1']
1,"no viable alternative at input 'functionstartLottery(\nuint256_endTime,\nuint256_priceTicketInCake,\nuint256_discountDivisor,\nuint256[6]calldata_rewardsBreakdown,\nuint256_treasuryFee\n)externaloverrideonlyOperator{\nrequire(\n(currentLotteryId==0)||(_lotteries[currentLotteryId].status==Status.Claimable),\n""Not time to start lottery""\n);\n\nrequire(\n((_endTime-block.timestamp)>MIN_LENGTH_LOTTERY)&&((_endTime-block.timestamp)<MAX_LENGTH_LOTTERY),\n""Lottery length outside of range""\n);\n\nrequire(\n(_priceTicketInCake>=minPriceTicketInCake)&&(_priceTicketInCake<=maxPriceTicketInCake),\n""Outside of limits""\n);\n\nrequire(_discountDivisor>=MIN_DISCOUNT_DIVISOR,""Discount divisor too low"");\nrequire(_treasuryFee<=MAX_TREASURY_FEE,""Treasury fee too high"");\n\nrequire(\n(_rewardsBreakdown[0]+\n_rewardsBreakdown[1]+\n_rewardsBreakdown[2]+\n_rewardsBreakdown[3]+\n_rewardsBreakdown[4]+\n_rewardsBreakdown[5])==10000,\n""Rewards must equal 10000""\n);'",['69370832_0']
1,no viable alternative at input 'SimpleStorage[]public',['69394882_1']
1,no viable alternative at input '_users[_data[i].address',['69386723_0']
1,"no viable alternative at input 'functioncreateContract(E.BKLiteMetamemorymeta)\npublic\npayable\nreturns(address)\n{\nrequire(meta.publisherAddress==msg.sender,""only pub"");\nreturn(address(0);'",['69418759_1']
1,"no viable alternative at input 'constWBNBHERORouterContract=newethers.Contract(\nrouter,\n[\nfunction'",['69427619_0']
1,no viable alternative at input 'functionsetwinner()internalreturns(address){\nfor(uintstime=0;stime<squareStartTimeArray.length;stime++&uintetime',['69440832_0']
1,no viable alternative at input 'finalAmount=',['69444198_1']
1,"no viable alternative at input 'functionsellToken(uint256_amount)external{\ntoken.transferFrom(msg.sender,address(this),_amount);\n'",['69460359_0']
1,"no viable alternative at input 'Source""@uniswap/v3-periphery/contracts/interfaces/ISwapRouter.sol""'",['69504959_0']
1,"extraneous input '>' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['69510681_0']
1,"no viable alternative at input 'functiongetSigner(uint_amount,bytesmemory_signature)\npublic\npure\nreturns(address){\nbytes32_prefixHash=\nECDSA.toEthSignedMessageHash(keccak256(abi.encodePacked(messagefor'",['69535334_1']
1,"mismatched input '?' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['69540802_0']
1,no viable alternative at input 'message:',['69576099_0']
1,"no viable alternative at input '""before all""hook'",['69577039_0']
1,no viable alternative at input 'functionstake()publicpayable(){\n',['69598697_1']
1,no viable alternative at input 'functionstake()publicpayable{\n',['69598697_2']
1,no viable alternative at input '[ink:',['69618926_1']
1,no viable alternative at input 'myusername><',['69644735_5']
1,no viable alternative at input 'address[]publicmigrations;\n\n.',['69688857_0']
1,no viable alternative at input 'classAppextends',['69688857_3']
1,"extraneous input '*' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['69716493_0']
1,"no viable alternative at input 'functionsetInstructor(address_address,uint_age,stringmemory_fName,stringmemory_lName)public{\n\nInstructorstorageinstructor=instructors[_address];\n\n\n'",['69719903_1']
1,no viable alternative at input 'Ihave3',['69725746_1']
1,"mismatched input 'node' expecting {'(', NL}",['69754900_0']
1,"mismatched input 'node' expecting {'=', ';', NL}",['69754900_0']
1,"mismatched input 'Optional' expecting {';', NL}",['69754900_0']
1,"mismatched input 'Job' expecting {'=', ';', NL}",['69754900_0']
1,"extraneous input 'unspecified' expecting {'(', NL}",['69754900_0']
1,"extraneous input 'externalJobID' expecting {'(', NL}",['69754900_0']
1,missing ')' at '\n',['69754900_0']
1,no viable alternative at input 'multiply[type=multiplyinput',['69754900_0']
1,"extraneous input 'heresubmit_tx' expecting {'=', ';', NL}",['69754900_0']
1,no viable alternative at input 'genesisTokenHolders:',['69774377_0']
1,no viable alternative at input 'airdropgenesistokens',['69774377_1']
1,no viable alternative at input 'airdrop.sol\n\n\npragma',['69777395_0']
1,no viable alternative at input 'functionwithdraw(uintwdraw_amt)publicviewreturns(stringmemoryerror){\nif(wdraw_amt<=balance){\nbalance-=wdraw_amt;\n}\n',['69823891_1']
1,no viable alternative at input 'functionwithdraw(uintwdraw_amt)publicreturns(stringmemoryerror){\n',['69823891_2']
1,"mismatched input 'isStaked' expecting {'{', ';', NL}",['69805685_3']
1,no viable alternative at input 'addressprivateconstant_friend=0xAb8483F64d9C6d1EcF9b849Aeblablalbasomeaddress',['69864342_0']
1,no viable alternative at input 'constructor()public{\n_name={',['69876752_0']
1,"extraneous input '**' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}",['69888515_2']
1,no viable alternative at input 'wait-compiling/.',['69887774_2']
1,no viable alternative at input 'receive()externalpayablevirtual{\n\nIERC20token=IERC20(address(0x123..',['69907715_0']
1,"no viable alternative at input 'functionsignatureWallet(addresswallet,uint256[]memory_tokensId,uint256_timestamp,bytesmemory_signature)publicviewreturns(address){\n\nreturnECDSA.recover(keccak256(abi.encode(wallet,_tokensId,_timestamp)),_signature);\n'",['70005355_2']
1,"no viable alternative at input 'decodecbor[type=""cborparse""data'",['70017509_1']
1,"mismatched input '"", \\""' expecting {';', NL}",['70017509_1']
1,"mismatched input 'ytChannelId' expecting {';', NL}",['70017509_1']
1,"mismatched input 'ytSubs' expecting {';', NL}",['70017509_1']
1,no viable alternative at input 'ytViews[type=jsonparsepath',['70017509_1']
1,no viable alternative at input 'fetch->',['70017509_1']
1,"mismatched input 'ytViews' expecting {';', NL}",['70017509_1']
1,"mismatched input '_requestId' expecting {';', NL}",['70017509_1']
1,"mismatched input '_ytViews' expecting {';', NL}",['70017509_1']
1,"mismatched input '_ytSubs' expecting {';', NL}",['70017509_1']
1,no viable alternative at input 'submit[type=ethtxto',['70017509_1']
1,"mismatched input 'gasLimit' expecting {';', NL}",['70017509_1']
1,"extraneous input 'usingProvable' expecting {'{', 'is'}",['70028018_0']
1,"extraneous input 'memory' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['70028018_0']
1,no viable alternative at input 'functiontransferToken(fromaddress',['70033906_3']
1,"no viable alternative at input 'functionstartProject(\nstringcalldatatitle,\nstringcalldatadescription,\nuintdurationInDays,\nuintamountToRaise\n)external{\nuintraiseUntil=block.timestamp.add(durationInDays.mul(1days));\nProjectnewProject=newProject(\n**'",['70052775_0']
1,no viable alternative at input 'yourfunction',['70063009_0']
1,"mismatched input 'to' expecting {'(', NL}",['70063009_0']
1,"mismatched input 'add' expecting {'=', ';', NL}",['70063009_0']
1,"mismatched input 'username' expecting {';', NL}",['70073459_0']
1,"mismatched input 'password' expecting {';', NL}",['70073459_0']
1,"mismatched input 'winner_ticket' expecting {';', NL}",['70073459_0']
1,"mismatched input 'tickets' expecting {';', NL}",['70073459_0']
1,"mismatched input 'winners' expecting {';', NL}",['70073459_0']
1,"no viable alternative at input 'functioninvest(addressreferrer,uint8plan)publicpayable{\nuint256fee=msg.value.mul(PROJECT_FEE).div(PERCENTS_DIVIDER);\ncommissionWallet.transfer(fee);\nemitFeePayed(msg.sender,fee);\n'",['70073466_0']
1,no viable alternative at input 'aAveLendingPool=',['70088614_0']
1,"extraneous input 'external' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['70076943_0']
1,no viable alternative at input '[]mylist',['70076943_0']
1,"no viable alternative at input 'functionswapExactETHForTokens(uintamountOutMin,address[]calldatapath,addressto,uintdeadline)\nexternal\nvirtual\noverride\npayable\nensure(deadline)\nreturns(uint[]memoryamounts)\n{\n'",['70112336_1']
1,"mismatched input 'orgAddress' expecting {';', NL}",['70107436_2']
1,"mismatched input 'senderAddress' expecting {';', NL}",['70107436_2']
1,"mismatched input 'receiverAddress' expecting {';', NL}",['70107436_2']
1,"mismatched input 'jwtToken' expecting {';', NL}",['70107436_2']
1,"mismatched input 'parse_allInSystem' expecting {';', NL}",['70107436_2']
1,no viable alternative at input 'parse_isProject[type=jsonparsepath',['70107436_2']
1,no viable alternative at input 'parse_senderAuthority[type=jsonparsepath',['70107436_2']
1,no viable alternative at input 'parse_receiverAuthority[type=jsonparsepath',['70107436_2']
1,no viable alternative at input 'parse_allInSystem->',['70107436_2']
1,"mismatched input 'parse_isProject' expecting {';', NL}",['70107436_2']
1,"mismatched input 'parse_senderAuthority' expecting {';', NL}",['70107436_2']
1,"mismatched input 'parse_receiverAuthority' expecting {';', NL}",['70107436_2']
1,"mismatched input 'allInSystem' expecting {';', NL}",['70107436_2']
1,"mismatched input 'isProject' expecting {';', NL}",['70107436_2']
1,"mismatched input 'senderAuthority' expecting {';', NL}",['70107436_2']
1,"mismatched input 'receiverAuthority' expecting {';', NL}",['70107436_2']
1,"no viable alternative at input 'functionutilityFunction(string[2]storage_list1,string[3]storage_list2)internalpurereturns(uint256result){\n'",['70128297_2']
1,no viable alternative at input 'pipfailedto',['70027890_0']
1,"extraneous input '[' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}",['70139247_2']
1,"no viable alternative at input 'function_decodeParams(bytesmemoryparams)internalpurereturns(LiquidationParamsmemory){\n(\naddresscollateralAsset,\naddressborrowedAsset,\naddressuser,\nuint256debtToCover,\nbooluseEthPath\n)=abi.decode(params,(address,address,address,uint256,bool));\n\nreturnLiquidationParams(collateralAsset,borrowedAsset,user,debtToCover,useEthPath);\n}\n}'",['70148672_1']
1,no viable alternative at input 'functionWinnerOfLottery()publicviewreturns(address){\nrequire(msg.sender==manager);\nrequire(participants.length>=3);\n**',['70182701_0']
1,"extraneous input '.' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['70255949_1']
1,"mismatched input 'await' expecting {'=', ';', NL}",['70189327_0']
1,extraneous input 'code' expecting ')',['70189327_0']
1,"extraneous input 'withDraw' expecting {'(', NL}",['70189327_0']
1,"extraneous input 'receiver' expecting {',', ')'}",['70189327_0']
1,no viable alternative at input 'typeToken',['70183466_0']
1,"no viable alternative at input 'structCrowdFundingProject{\naddressauthor,'",['70269167_0']
1,"no viable alternative at input 'functionaddXtoAccName(address_accNumber,string_xtoName)publicmemory'",['70290173_0']
1,"no viable alternative at input 'functionaddXtoAccName(address_accNumber,stringmemory_xtoName)public{\n'",['70290173_2']
1,no viable alternative at input 'thatguyintechalbertchainrunners',['70310087_0']
1,"mismatched input 'than' expecting {'=', ';', NL}",['70327285_0']
1,"mismatched input 'eth' expecting {';', NL}",['70327285_0']
1,no viable alternative at input 'id:',['70322339_0']
1,no viable alternative at input 'quantity:',['70322339_0']
1,"extraneous input 'AllProducts' expecting {'(', NL}",['70322339_0']
1,"missing {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier} at ')'",['70322339_0']
1,"no viable alternative at input 'constructor()internal{\naddressmsgSender=_msgSender();\n_owner=msgSender;\nemitOwnershipTransferred(address(0),msgSender);\n}\n\ntry'",['70330907_0']
1,"mismatched input 'added' expecting {'=', ';', NL}",['70295695_0']
1,"mismatched input 'looks' expecting {'=', ';', NL}",['70295695_0']
1,"mismatched input 'on' expecting {'=', ';', NL}",['70295695_0']
1,"extraneous input 'IDE' expecting {'=', ';', NL}",['70295695_0']
1,"extraneous input '[' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['70295695_0']
1,"extraneous input 'createCollectible' expecting {'(', NL}",['70387515_0']
1,"extraneous input 'userProvidedSeed' expecting {',', ')'}",['70387515_0']
1,extraneous input 'tokenURI' expecting ')',['70387515_0']
1,"extraneous input 'fulfillRandomness' expecting {'(', NL}",['70387515_0']
1,"extraneous input 'requestID' expecting {',', ')'}",['70387515_0']
1,extraneous input 'randomNumber' expecting ')',['70387515_0']
1,"extraneous input 'getSum' expecting {'(', NL}",['70400649_0']
1,"extraneous input 'num1' expecting {',', ')'}",['70400649_0']
1,extraneous input 'num2' expecting ')',['70400649_0']
1,"extraneous input 'getDifference' expecting {'(', NL}",['70400649_0']
1,"extraneous input 'getProduct' expecting {'(', NL}",['70400649_0']
1,"mismatched input '*' expecting {'=', ';', NL}",['70400649_0']
1,"extraneous input 'getQuotient' expecting {'(', NL}",['70400649_0']
1,"extraneous input 'getMod' expecting {'(', NL}",['70400649_0']
1,no viable alternative at input '_mapping[0]=',['70409300_0']
1,"no viable alternative at input 'it('denies access to non-Owners to add a new ADMIN',asyncfunction'",['70399988_1']
1,no viable alternative at input 'structdata{\nuint256serialNum;\naddressownerAddress;er\nstring',['70432715_0']
1,"no viable alternative at input 'functiongetLotto()payableexternal{\nrequire(msg.value==100000000000000000,""Pay 0.1MATIC"");\n.'",['70424940_0']
1,"no viable alternative at input 'functionmint(uint256_mintAmount)publicpayable{\nrequire(_mintAmount>0,""need to mint at least 1 NFT"");\nrequire(_mintAmount<=maxMintAmount,""max mint amount per session exceeded"");\nrequire(supply+_mintAmount<=maxSupply,""max NFT limit exceeded"");\n'",['70456482_0']
1,"no viable alternative at input 'constMigrations=artifacts.require(""Migrations"");\n^'",['70452558_0']
1,no viable alternative at input 'dsineDESKTOP-',['70452624_0']
1,no viable alternative at input 'fromscripts.',['70452624_1']
1,no viable alternative at input 'INFO:',['70459922_4']
