Rank,Error Message,Snippet IDs
1,"mismatched input 'strut' expecting {'=', ';', NL}",['51811011_0']
1,"extraneous input 'contract' expecting {'from', '}', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['51811011_1']
1,mismatched input '{' expecting '(',['51811011_3']
1,"extraneous input 'contract' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['51918349_1']
1,"mismatched input 'Reward' expecting {'{', 'is'}",['51918349_1']
1,no viable alternative at input 'Untitled3.sol:',['51918349_2']
1,"extraneous input 'f' expecting {'(', NL}",['52113202_3']
1,"extraneous input 'key' expecting {',', ')'}",['52113202_3']
1,extraneous input 'value' expecting ')',['52113202_3']
1,"extraneous input 'g' expecting {'(', NL}",['52113202_3']
1,no viable alternative at input 'XXX}',['52515714_1']
1,no viable alternative at input 'Usermemory',['52581641_1']
1,"mismatched input 'path' expecting {';', NL}",['52582875_0']
1,"extraneous input 'in' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['52582875_0']
1,"extraneous input ')' expecting {'{', 'is'}",['52582875_0']
1,"extraneous input 'contract' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['52582875_0']
1,no viable alternative at input 'output[contract',['52582875_0']
1,"mismatched input 'private' expecting {';', NL}",['53091920_1']
1,"mismatched input 'ConnectToTest' expecting {'=', ';', NL}",['53135401_0']
1,"mismatched input 'deploymentHandler' expecting {';', NL}",['53135401_0']
1,no viable alternative at input 'Instructorstorage',['53166707_0']
1,"extraneous input 'do' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['53200164_0']
1,"mismatched input '{' expecting {',', ')'}",['53791299_0']
1,"mismatched input 'ExService' expecting {';', NL}",['53791299_2']
1,"extraneous input '\n' expecting {'{', ','}",['53927032_0']
1,"extraneous input 'constant' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['54101635_1']
1,mismatched input ':' expecting ']',['54384498_1']
1,"mismatched input ']' expecting {';', NL}",['54384498_1']
1,"mismatched input 'with' expecting {'=', ';', NL}",['54384498_1']
1,"extraneous input 'err' expecting {'=', ';', NL}",['54384498_1']
1,"mismatched input 'conversion' expecting {'=', ';', NL}",['54379517_0']
1,no viable alternative at input 'error:',['54360047_1']
1,no viable alternative at input 'claimStarFunc:',['54315340_2']
1,"mismatched input '<=' expecting {'=', ';', NL}",['54547210_0']
1,no viable alternative at input 'Hash.new',['54878426_0']
1,no viable alternative at input 'localhost:',['54878426_1']
1,"extraneous input '<<' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['54904028_0']
1,"mismatched input 'doc' expecting {';', NL}",['54904028_0']
1,"extraneous input ':' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['55140341_1']
1,"extraneous input 'contract' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['55140341_1']
1,no viable alternative at input 'medicament:',['55398634_1']
1,no viable alternative at input '(uint256(bytes(b[i])-48);',['55550187_0']
1,no viable alternative at input 'varhours',['55757035_1']
1,no viable alternative at input '(uint(1.1)))',['55982661_0']
1,"extraneous input 'interface' expecting {'{', 'returns', ';', NL}",['56279409_0']
1,"mismatched input 'public' expecting {'(', NL}",['56279409_0']
1,"mismatched input 'T08' expecting {',', ']'}",['56337630_1']
1,"extraneous input '<' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['56469332_0']
1,"no viable alternative at input 'Member""initialize""'",['56505629_4']
1,"extraneous input 'isValid' expecting {'(', NL}",['56564742_0']
1,"extraneous input 'val' expecting {',', ')'}",['56564742_0']
1,no viable alternative at input '(uintorderId',['56627763_1']
1,"mismatched input 'I' expecting {';', NL}",['56723849_1']
1,"mismatched input 'dump' expecting {'=', ';', NL}",['56723849_1']
1,"mismatched input 'am' expecting {'=', ';', NL}",['56723849_1']
1,"mismatched input 'this' expecting {'=', ';', NL}",['56723849_1']
1,"mismatched input 'must' expecting {'=', ';', NL}",['57179619_1']
1,"mismatched input '""calldata""' expecting {'=', ';', NL}",['57179619_1']
1,"mismatched input 'for' expecting {';', NL}",['57179619_1']
1,no viable alternative at input 'react.pragma',['57076509_0']
1,"mismatched input 'deploy' expecting {'=', ';', NL}",['57324912_0']
1,"mismatched input 'account' expecting {'=', ';', NL}",['57324912_0']
1,"extraneous input '{' expecting {'~', 'from', '(', 'error', '[', ']', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['57354628_1']
1,"extraneous input ']' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['57354628_1']
1,no viable alternative at input 'InvalidAsn1Error:',['57428308_3']
1,no viable alternative at input 'Tokencontract',['57137632_0']
1,"mismatched input 'ContractB' expecting {'=', ';', NL}",['58375121_0']
1,"extraneous input 'var' expecting {'=', ';', NL}",['58492605_1']
1,"extraneous input ';' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['58605003_0']
1,"extraneous input 'address' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['58605003_0']
1,"mismatched input '=' expecting {'{', 'is'}",['58605003_0']
1,"mismatched input 'byte' expecting {';', NL}",['58711371_0']
1,no viable alternative at input 'bytes32[]memory',['58257459_5']
1,"mismatched input 'before' expecting {';', NL}",['59713819_1']
1,"mismatched input 'download' expecting {'=', ';', NL}",['59910768_0']
1,"extraneous input 'Downloading' expecting {'=', ';', NL}",['59910768_0']
1,no viable alternative at input 'privatekey.cc:',['59910768_0']
1,"mismatched input 'continue' expecting {'=', ';', NL}",['59964839_0']
1,"mismatched input 'var' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['60508437_0']
1,no viable alternative at input '^x',['60569808_5']
1,"extraneous input 'bytes32' expecting {',', ')'}",['60027022_1']
1,"mismatched input 'npm' expecting {';', NL}",['60925033_3']
1,"mismatched input 'into' expecting {'=', ';', NL}",['61102644_2']
1,"mismatched input ''.sol'' expecting {'=', ';', NL}",['61102644_2']
1,"mismatched input 'file' expecting {';', NL}",['61102644_2']
1,"mismatched input 'uses' expecting {'=', ';', NL}",['61102644_2']
1,"mismatched input 'tronWeb' expecting {';', NL}",['61222017_1']
1,"mismatched input 'thisContractInstance' expecting {';', NL}",['61222017_1']
1,"mismatched input 'Poni' expecting {';', NL}",['61425184_1']
1,"extraneous input '<' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['61425184_1']
1,"mismatched input 'test' expecting {'=', ';', NL}",['61425184_1']
1,"mismatched input 'create' expecting {'=', ';', NL}",['61425184_1']
1,"mismatched input '<' expecting {'=', ';', NL}",['61425184_1']
1,"mismatched input 'Value' expecting {';', NL}",['61425184_1']
1,no viable alternative at input 'evalmachine.<',['61600613_0']
1,"extraneous input 'memory' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['62669838_0']
1,no viable alternative at input 'uint256constantNUM_OF_GROUPS=129600;\n\n.',['62778277_0']
1,no viable alternative at input 'incidents.sol:',['62492748_0']
1,no viable alternative at input 'lottery4.sol:',['63211454_1']
1,"mismatched input '?' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['62285016_0']
1,"mismatched input 'data' expecting {'=', ';', NL}",['63284038_0']
1,"extraneous input '.' expecting {'from', '}', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['63835302_0']
1,"mismatched input 'calls' expecting {'=', ';', NL}",['64230863_1']
1,"mismatched input '^' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['64236628_0']
1,no viable alternative at input 'mapping(uint->',['64285089_0']
1,"extraneous input 'trx' expecting {';', NL}",['63535181_1']
1,"mismatched input 'Lottery' expecting {'=', ';', NL}",['63587065_1']
1,"mismatched input ':' expecting {'as', 'from'}",['63649769_0']
1,no viable alternative at input 'addresspublic',['64733976_0']
1,"extraneous input ';' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['64729032_0']
1,no viable alternative at input 'Usuariostorage',['64200059_1']
1,"mismatched input 'exception' expecting {'=', ';', NL}",['64951267_0']
1,"extraneous input 'null' expecting {'~', 'from', '(', 'error', '[', ']', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['64951267_0']
1,"mismatched input '5.0.8' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['64951267_0']
1,"extraneous input 'final' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['64951267_0']
1,no viable alternative at input 'index.ts:',['64951267_0']
1,"mismatched input '.' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['65342636_0']
1,no viable alternative at input 'privateKey2string',['65507396_0']
1,"mismatched input 'compiler' expecting {'=', ';', NL}",['65549506_1']
1,"extraneous input '0.5.10' expecting {'=', ';', NL}",['65549506_1']
1,no viable alternative at input 'HouseRegistrationContract.sol:',['65549506_1']
1,extraneous input 'alpha' expecting ')',['65673817_0']
1,no viable alternative at input '(uint256beta',['65673817_0']
1,"extraneous input '{' expecting {',', ')'}",['65673817_1']
1,"mismatched input '9' expecting {';', NL}",['65813919_1']
1,"mismatched input '.' expecting {'~', 'from', '{', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['65607908_0']
1,no viable alternative at input 'uint256memory',['66001911_0']
1,no viable alternative at input 'ERC165.sol:',['65744943_0']
1,"mismatched input 'Test' expecting {';', NL}",['66145387_1']
1,no viable alternative at input 'StudentAccountmemory',['66217097_2']
1,"extraneous input '(' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['66455820_0']
1,"mismatched input 'here' expecting {'=', ';', NL}",['66512117_1']
1,"extraneous input 'contract' expecting {'=', ';', NL}",['66544513_0']
1,no viable alternative at input 'assert.js:',['66544513_0']
1,"mismatched input '<' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['66575496_1']
1,no viable alternative at input 'AuctinoHouse.sol:',['66623938_1']
1,no viable alternative at input 'UnhandledPromiseRejectionWarning:',['66299122_0']
1,"extraneous input 'UNI' expecting {';', NL}",['66914639_1']
1,no viable alternative at input 'ParseError:',['67017605_0']
1,missing ')' at '\n',['67036739_1']
1,"mismatched input '==' expecting {'=', ';', NL}",['67036739_1']
1,"extraneous input '.' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['67036739_1']
1,"mismatched input '++' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['67036739_1']
1,"extraneous input '}' expecting {<EOF>, 'pragma', '||', '^', '~', '>=', '>', '<', '<=', '=', 'import', '*', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', '.', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', '**', '/', '%', '<<', '>>', '&', '|', '==', '!=', '&&', '?', '|=', '^=', '&=', '<<=', '>>=', '+=', '-=', '*=', '/=', '%=', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['67036739_1']
1,"extraneous input 'function' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['67036739_1']
1,no viable alternative at input 'hash:',['67031948_0']
1,no viable alternative at input 'tags:',['67031948_0']
1,"mismatched input ',' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['67031948_0']
1,no viable alternative at input 'author:',['67031948_0']
1,"mismatched input 'like' expecting {';', NL}",['67031948_0']
1,no viable alternative at input 'dislikes:',['67031948_0']
1,no viable alternative at input 'netLikes:',['67031948_0']
1,no viable alternative at input 'nonce:',['67031948_0']
1,no viable alternative at input 'timeStamp:',['67031948_0']
1,"mismatched input 'inbox' expecting {'=', ';', NL}",['67084414_2']
1,"mismatched input 'Application' expecting {'=', ';', NL}",['67109613_0']
1,"mismatched input 'Interface' expecting {'=', ';', NL}",['67109613_0']
1,"mismatched input 'interact' expecting {'=', ';', NL}",['67109613_0']
1,"extraneous input 'numTokens' expecting {';', NL}",['67256513_0']
1,no viable alternative at input 'functiondo',['67203229_0']
1,extraneous input 'user' expecting '=>',['67291908_1']
1,extraneous input 'money' expecting ')',['67291908_1']
1,"no viable alternative at input 'Source""@openzeppelin/contracts/token/ERC20/ERC20.sol""'",['67314540_2']
1,"extraneous input 'storage' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['67334966_1']
1,"mismatched input '[' expecting {'{', 'is'}",['67409550_1']
1,no viable alternative at input 'Explicittype',['67415698_1']
1,"extraneous input '<' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['67335703_0']
1,mismatched input 'challenge' expecting ')',['67335703_0']
1,"extraneous input ')' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['67335703_0']
1,mismatched input 'shop' expecting ')',['67335703_0']
1,"extraneous input '>' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'let', '=:', 'switch', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['67335703_0']
1,"extraneous input 'default' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'let', '=:', 'switch', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['67335703_0']
1,"mismatched input 'ERC777' expecting {';', NL}",['67356893_0']
1,"extraneous input '.' expecting {'(', NL}",['67460613_0']
1,"mismatched input '\n' expecting {'{', 'is'}",['67464855_2']
1,"extraneous input 'null' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['67493677_0']
1,"mismatched input 'logger' expecting {'=', ';', NL}",['67576881_0']
1,"mismatched input 'index' expecting {'=', ';', NL}",['67576881_0']
1,"mismatched input 'openzeppelin' expecting {'as', ';', NL}",['67641209_1']
1,"mismatched input 'ERC721' expecting {'=', ';', NL}",['67641209_1']
1,"mismatched input 'memory' expecting {',', ')'}",['67589637_4']
1,no viable alternative at input 'https:',['67657827_0']
1,"mismatched input 'startapp' expecting {'{', 'is'}",['67709521_1']
1,"mismatched input 'Uncaught' expecting {'=', ';', NL}",['67709521_1']
1,"mismatched input 'property' expecting {'=', ';', NL}",['67709521_1']
1,"extraneous input 'true' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['67765614_0']
1,no viable alternative at input 'statustrue',['67830547_1']
1,"mismatched input 'ParamsOfStart' expecting {';', NL}",['67852023_0']
1,no viable alternative at input 'debot_handle:',['67852023_0']
1,"mismatched input 'ParamsOfFetch' expecting {';', NL}",['67852023_1']
1,"mismatched input ':' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['67858933_3']
1,"mismatched input '?' expecting {'=', ';', NL}",['67858933_3']
1,"mismatched input '}' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['67858933_3']
1,no viable alternative at input '(uint256rAmount',['67866024_2']
1,"mismatched input 'identify' expecting {'=', ';', NL}",['67946949_2']
1,"mismatched input 'intended' expecting {'=', ';', NL}",['67946949_2']
1,no viable alternative at input 'Parent.sol:',['67881891_0']
1,no viable alternative at input 'uint[2]storage',['68032495_1']
1,"mismatched input 'responses' expecting {'(', NL}",['68032495_2']
1,"mismatched input 'number' expecting {';', NL}",['68032495_2']
1,mismatched input 'ton' expecting '}',['67881834_0']
1,missing '}' at '(',['67881834_0']
1,"extraneous input '{' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['67881834_0']
1,no viable alternative at input 'value:',['67881834_0']
1,mismatched input 'to' expecting ')',['68049580_1']
1,"mismatched input 'adoption' expecting {'(', NL}",['68049580_1']
1,mismatched input 'the' expecting ')',['68049580_1']
1,"extraneous input 'getAge' expecting {'(', NL}",['68116036_0']
1,"mismatched input ';' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['68116036_0']
1,"extraneous input 'setAge' expecting {'(', NL}",['68116036_0']
1,"extraneous input 'b' expecting {',', ')'}",['68116036_0']
1,mismatched input '(' expecting '{',['68128905_0']
1,"mismatched input 'error' expecting {';', NL}",['68128905_1']
1,no viable alternative at input 'bar.\nstring',['68145760_0']
1,no viable alternative at input 'function:',['68171487_0']
1,no viable alternative at input 'defstorage',['68240564_0']
1,"extraneous input 'private' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['68314316_0']
1,no viable alternative at input 'CompileError:',['68384968_0']
1,"no viable alternative at input 'address""msgSender""'",['68403746_1']
1,mismatched input 'startedAt' expecting ')',['68417684_1']
1,no viable alternative at input 'resPairis',['68424735_0']
1,"mismatched input 'orders' expecting {';', NL}",['68427409_0']
1,"mismatched input 'tokenA' expecting {';', NL}",['68432609_4']
1,mismatched input 'for' expecting ')',['68445567_0']
1,"mismatched input 'call' expecting {'(', NL}",['68445567_0']
1,"mismatched input 'smart' expecting {'=', ';', NL}",['68435826_0']
1,no viable alternative at input 'erris',['68498788_1']
1,"extraneous input 'myfunction' expecting {'(', NL}",['68504552_0']
1,"mismatched input 'ArtWorkMinter' expecting {'=', ';', NL}",['68484713_1']
1,missing '}' at '1',['68556047_0']
1,"mismatched input 'Sep' expecting {';', NL}",['68556047_0']
1,"mismatched input 'compile' expecting {'=', ';', NL}",['68597706_2']
1,"mismatched input 'and' expecting {'(', NL}",['68632466_0']
1,"mismatched input 'send' expecting {'=', ';', NL}",['68632466_0']
1,"mismatched input '}' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['68632466_0']
1,"mismatched input 'openzeppelin' expecting {'=', ';', NL}",['68636650_0']
1,no viable alternative at input 'ERC721.sol:',['68636650_0']
1,"extraneous input '3' expecting {';', NL}",['68608281_0']
1,"mismatched input 'import' expecting {';', NL}",['68608281_0']
1,"mismatched input '6' expecting {';', NL}",['68608281_0']
1,"extraneous input 'addLiquidity' expecting {'(', NL}",['68656074_0']
1,"extraneous input 'tokenA' expecting {',', ')'}",['68656074_0']
